content,factor_label,score
payahh penilaian terhadap konsumennya tidak objektif menyesal beberapa bulan terakhir setia belanja disini akun dirawat sedemikian rupa tidak pernah ada terlambat bayar di pakai informasi data lengkap belanja rutin bahkan sampai naek level dari silver ke gold tapi spaylater limitnya tetap 3 tidak naik s pinjam tidak bisa kalah sama akun saudara yang masih classic belanja baru beberapa kali limit baru 1 malahan gagal bayar begitu dilunasi spinjam ada limit sampai 9jt kecewa,CA,1
cicilan satu bulan kok tidak cukup sebulan sih saya beli barang tanggal 19 november 4 masa jatuh temponya tggl 1 desember 4,AC,2
senang sx sama barang oke pengiriman lancar bisa lagi,AP,5
mantap tapi susah aktifkan shoppe later,AP,5
saya tidak diaktifkan kembali tolong dong aktifkan shopee,AP,2
dari dahulu saya pakai tapi kecewa gara pas pandemik saya jadi limitnya sedangkan teman saya pada dapat limit lagi setelah dihabiskan tapi aku masih terus dari awal pandemik padahal cicilan saya sewaktu masih ada limit lancar banget pembayarannya bahkan sebelum tanggal pembayaran aku sudah selalu bayar lebih cepat semoga ada kebijakan untuk memilih siapa yang dapat paylaternya lebih bijak terima kasih,CA,3
toko andalan saya sayang kenapa saya tidak bisa ya padahal sudah lama pakai shoppe,CA,5
dear saya sudah tidak punya kewajiban hutang di kenapa masih di telpon sama dc ganggu saja spam,AA,1
suka belanja dishopee tapi sayangnya peningkatan layanan belum bisa ditingkatkan kebetulan saya pakai sudah lama dan lumayan sering belanja sampai loyalti juga sudah naik level tapi herannya belum bisa dapat layanan sedangkan ada orang sekitar saya yang memang jarang pakai atau belanja dishopee bahkan sudah dapat bisa pakai semoga cepat ada peningkatan layanan supaya bisa lebih sering lagi belanja disini,CA,5
tolong aktifkan shoppe biar saya bisa berbelanja lagi hanya di terima kasih,CA,5
sangat tidak aman data bocor banyak nge hack untuk penipuan data kita di pakai untuk padahal kita tidak menggunakan ayo perbaikan jangan diam saja kita jadi korban,AR,1
gratis ongkos kirim awal belanja tapi saya coba lagi pesan bayar ongkos kirim mhal lagi harus pakai paylater,CA,3
masih bisa di gunakan sekarang jadi tidak bisa padahal bayar tepat waktu dan selalu sering belanja jadi malas tidak naik di tambah sekarang tidak bisa di pakai lagi otomatis hapus shoppe pindah ke yang terbaik selalu baik selalu bisa di gunakan,CA,1
aku kecewa kenapa aku tidak bisa di guna in limit masih 3 juta padahal aku sudah bayar semua tagihan bayar tagihan juga selalu sebelum jatuh tempo sudah lapor ke pelayanan pelanggan x tapi bahkan di suruh pakai jenis pembayaran lain percuma dong saya di kasih kredit limit sementara tapi tidak bisa di guna in tolong di perbaikan ya sebelum saya pindah ke daring shop sebelah,AC,5
maaf semenjak saya pakai kok banyak yang telpon saya dengan menawari pinjol lewat aplikasi lainnya pertanyaan saya apak pihak shoope membocorkan data pelanggan ke orang lain saya muak di telpon terus ngganggu orang santai saja,AA,1
suka sih pakai shopi kendala selalu di shope tidak pernah berhasil,CA,4
kenapa limit saya tidak pernah naik padahal pembayaran saya tidak pernah terlambat,AC,5
aplikasi shoope sudah tidak benar sekarang rumit banget aktifkan sudah jadi pelanggan platinum belahan sudah banyak data diri sudah benar semua sudah menuruti petunjuk eh masih saja coba lagi pengajuan sudah berpuluh puluh kali coba hasilnya sama saja do chat prioritas platinum sama saja hasilnya tidak ada solusi dan toko juga banyak yang abal kirim barang tidak sesuai tambah bobrok saja shoope,CA,1
ini kenapa ya aneh banget semalem saldo shopeepay masih 36rb pagi saya cek tinggal 44rb padahal saya tidak belanja apa semalem bisa berkurang begitu saja saldonya belum juga waktunya jatuh tempo buat pengguna lain dicek terus saldonya bila perlu dicatat atau discreenshot,CA,1
1 bintang saja ya buat kecewa saya dengan karena saya di tolak terus padahal saya suka belanja daring di nanti kalau sudah di acc pengajuan saya oleh baru saya kasih bintang 5 oke shopee,CA,1
5 awal promo diskon buat pengguna semua kita yang suka bayar tunai promo nya dikit banget bahkan tidak ada samsek tolong dong ada segelintir orang yang tidak suka pakai diskon di mah banyak banget,CA,1
saya tidak bisa shope padahal shope pinjamnya sudah lunas tolong aktifin lagi saya lagi,AP,1
kenapa ya shope bunga mahal banget pas awal mengajukan kata bunga persen setelah di jalani bunga banyk banget yang di ambil cuma 6 bulan tapi tagihan sampai 8 bulan chat pelayanan pelanggan juga agak sudah menu shope suka berubah tidak ada buat chat pelayanan pelanggan shope padahal mau tanya masalah kok cicilan jadi bertambah,CA,3
satu satunya aplikasi belanja daring yang aku unduh dan sangat sangat suka semuanya mudah dan sangat suka sekarang ada memudahkan buat yang belum gajian tapi mau belanja karena ketemu promo terima kasih terbaik sudah begitu sering gratis ongkis wow ter dabest,CA,5
makin payah biasa dibuat jangka waktu satu bulan per tanggal 5 bulan berikutnya eeh sekarang dibuat semisal tanggal bulan itu tanggal 5 bulan yang sama sudah masuk tagihan agak kecewa soalnya niat beli menggunakan karena belum ada uang padahal kalau saya pakai bayar tagihan tidak pernah terlambat tanggal jatuh tempo,AC,1
sudah lama pakai baru sekarang kecewa sudah tidak bisa lagi padahal tidak pernah terlambat bayar sudah begitu sekarang gratis ongkos kirim tidak ada lagi saya beli di karena petshop yang saya beli ada disini dahulu sering pakai paylaternya dan kupon gratis ongkos kirim sekarang beli langsung ke seller nya ajah bukannya makin bagus bahkan makin bobrok shopee,CA,1
dari dahulu sudah pakai kalau belanja daring karena banyak promo nya dari gratis ongkos kirim potongan dan lain lain tapi akhir ini mengalami kemunduran pelayanan tidak ada spinjam promo sudah jarang banget klopun ada promo pasti ada s ke yang rumit para penjual dishopee tidak disaring soalnya sering ketemu penjual yang mengirimkan barang kurang dari apa yang diorder susah dhub untuk dimintai keterangan pokoknya penilaian mulai menurun jadi saya mulai mencoba pakai t pedia sekarang,CA,3
sering belanja sering top up sudah member gold tapi tidak pernah muncul sedangkan yang baru bikin akun member clasik belum pernah belanja sekalipun langsung dikasih jadi bingung sama sistem shopee,CA,1
sejauh ini sih bagus pilihan barang banyak tapi makin ke sini kok kupon gratis ongkos kirim tidak bisa ke pakai ya kupon gratis ongkos kirim minimal belanja 3rb sudah checkout lebih dari 3rb kupon bahkan tidak muncul selalu kayak begitu di berbagai macam toko sudah pakai iya bayar di tempat iya iya tetap saja tidak muncul padahal sudah platinum banyak penawaran menarik apa konsultasi ke pelayanan pelanggan cuma suruh screen shoot sana sini ujung sesi berakhir dan tidak ada solusi,CA,5
lambat makin di diperbarui makin lambat mau buka saja tidak bisa bagaimana mau bayar tagihan kalau tidak bisa di buka tolong kalai diperbarui perbaikan juga masalahnya jaringan bagus saja jadi lambat,AC,2
bagus banget aku suka sangat membantu pokoknya beli barang apa saja bisa pakai yang bisa beli sekarang bayar bulan depan cicilan 3 kali dan satu kali cicilam itu 1 bulan baik banget coba terjamin lagi,CA,5
sebagai kurir shoppe saya bangga belanja di shoppe terima kasih shoppe tolong di aktifkan saya ya hahaha,CA,5
akhirnya keluhan saya tentang di tanggapi semoga bisa dipakai terima kasih shopee,AP,5
produk lengkap gratis ongkos kirim banyak pilihan bisa di cicil pakai tapi sayang biaya admin nya mahal sekali co 3rb harsny 1rb sudah ckp e commerce lain ada yang tidak pakai admin tolong di turunin biaya layanan dan biaya adminya,CA,4
makin kesini makin apa jadi mahal kuponnya juga makin pelit banyak tidak bisa di pakai kecuali kalau pakai juga terutama biaya admin pleaselah mencari keuntungan banget ya bahkan bisa melebihi keuntungan yang ngejual mana kalau pakai jasa pengirimannya lama banget tidak kayak tiktok shop mon maaf saja ya dia baru tapi soal respons pengiriman diskon dan sebagainya juara tolong diperhatikan kenyamanan cust ya biar cust juga tidak pindah kelain hati,CA,1
kenpa ya setiap mau top up saldo shopeepay sulit sekali sekarang semakin mempersulit penggunanya kenapa tidak kayak dahulu bisa top up di alfamart indomart dan kupon gratis ongkos kirim cuma di kasih 1x dalam sebulan yang banyak cuma kupon gratis ongkos kirim pembayaran lewat shopeepay mohon di perbaikan lagi,CA,1
aku suka banget sama aplikasi ini karena mudah untuk mencari barang yang diinginkan disini juga bisa melihat ulasan barang dan fotonya jadi lebih bisa jadi pertimbangan dalam membeli sejauh ini belum ada masalah selama berbelanja sering mengadakan event tiap bulan lumayan gratis ongkos kirim minimal belanja cashback dan lain lain jadi bisa membeli barang dengan harga jauh lebih murah sayangnya kuponnya bisa dipakai kalau pembayaran pakai shopeepay jadi harus siap isi saldo sebelum belanja,CA,5
semoga bisa ajukan biar makin mudah,EU,5
sangat kecewa unggah aktivasi s gagal terus dari tanggal 1 sampai sekarang tanggal 15juli saya sudah chat live tetap tidak ada titik terang sudah email juga tidak jelas jawabanya seharusnya kasih tahu kalau ada kendala dari foto yang kurang jelas atau pas verifikasi muka atau ada kendala apa dengan nama saya itu tolong di bilang,AA,1
mantap untuk pengalaman saya belanja di shope tidak ada yang mengecewakan juga terkadang ada saja kurir yang agak ngeselin tapi saya tahu karena itu di luar kendali pihak shope masalah kurir buang jauh saja yang penting barang aman sampai tujuan dan datang seperti yang di inginkan oke minimal sekalian mau bertanya kenapa akun saya belun ada shope padahal updat rajin,CA,5
turunin jadi bintang 1 tidak pernah terlambat bayar cuma gara retur barang yang tidak sesuai karena dari awal pembayaran pakai langsung tidak bisa dipakai checkout tidak tersedia kesalahan bukan ada di saya tapi sih penjual jual barang kok tipu giliran di upgrade ditolak terus,CA,1
entah kenapa saya tidak bisa mengaktifkan dengan alasan saya harus meningkatkan transaksi saya salah satu daring shop yang selalu saya pergunakan untuk semua kebutuhan saya dalam satu hari saya bisa transaksi 3 sampai 5 kali atau mungkin masih kurang transaksi saya aneh memang kriterianya seperti apa yang jelas rekan saya yang bisa dikatakan dalam satu bulan belum tentu ada transaksi dia bisa menggaktifkan jujur saya amat sangat kecewa,CA,1
paling senang banget kalau belanja segala keperluan di tiap bulan semua keperluan beli di tapi sekarang sangat kecewa limit dan spinjam bahkan turun drastis padahal tidak pernah terlambat bayar heran saja sudah lama pakai tapi sekarang bahkan kayak begini rasanya pengen pindah saja ke aplikasi belanja daring sebelah,CA,1
rada kecewa sih sama padahal saya sering sekali belanja tapi pas pengajuan tidak pernah di acc sama pihak mending pindah ke lazada ajah deh,CA,2
mau aktivitas nomor yang di masukan bahkan di labeli tidak aktif padahal nomornya masih aktif upin ipin makan pentoll kontoll,AA,1
untuk saat ini masih aman dan terpercaya tapi kalok bisa limit di tambah ya,CLA,5
aku sangat cinta dari sekian banyaknya merchant hanya yang kusuka karena simpel menurut saya sayangnya sama spinjam saya dibekukan jadi bintangnya saya ganti 3 saja maaf ya shopee,CA,3
belanja di tidak rumit gratis ongkos kirim lagi juga ada lagi bisa di kredit,CA,5
ini kenapa error mulu terus tidak bisa gratis ongkos kirim kalau pakai terus top up di minimarket yang tadinya gratis biaya penanganan jadi ada biaya admin sudah begitu lambat banget pas mau checkout bukannya belanja hemat bahkan habis sama ongkos kirim woyy,CA,1
tolong dong untuk bisa di bayar terpisah begitu perbulannya jadi di satu bulan tidak langsung gede begitu,AC,3
belanja di semua serba jadi eazy fasilitas spinjam sangat membantu banget love pakai banget deh pokoknya saranghae,CA,5
sangat membantu tapi coba untuk aktivasi layanan jangan di persulit ya,AA,4
alhmdullah punya ciciln tidak pernah tlat ini kenapa ada telpon truss anda memprcyakan pinjman sama saya bgitupn saya harus tanggung jawab dan saya merasa membantu saya ucapkan trikasih tapi tolong jgan twlpon terus untuk mengingatkan oke tapikan saya sudah bayar bilangnya jatuh tempo trmksih dan untuk kenapa yang baru bisa dapat 4jta sedngkn aku yang lma pakai dikit bisa di lihat kpan saya donload shope,CA,4
belanja di memang saya suka tapi mohon maaf saya kasih bintang 3 dahulu saja karena ngajuin dan spinjam ditolak mulu kalau disetujui baru full bintang,CA,3
lumayan cukup membantu untuk berbelanja cuma sayang tidak bisa di pakai,CA,4
belanja daring paling mudah dan terpercaya pokoknya tidak pernah mengecewakan deh kalau bisa untuk shoppe pembayaran tagihannya di pisahin biar bisa bayar setengah dahulu begitu jangan dicampur sama tagihan berikutnya,CA,5
terima kasih pokoknya top banget deh sistem jual beli mudah memuaskan semua pihak dan banyak diskon lagi apalagi sangat membantu dan mudah proses nya,EU,5
ini kenapa akun shope saya logout sendiri pas login limit hilang terus jangan salahkan saya kalau tidak terbayar cicilannya,CA,1
tidak sengaja tekan dari 1 jadi 1 tidak bisa diubah jadi 1 lagi harusnya ada konfirmasi dahulu,AA,1
mantap shoope selalu menjaga kepuasan konsumen pertahanin terus tapi limit saldo saya kok tidak nambah ya padahal sering banget belanja akun coba di periksa deh nanti aku kasih bintang lima kalau sudah dinaikin limit saldo oke terima kasih,CA,3
dan pinjaman sudah brp bulan masih belum bisa dipakai saja padahal saya pelanggan lama di shopee,CLA,1
kenapa saya tidak bisa transaksi pembayaran token pln selalu pengembalian dana mau pakai atau pun transfer dari bank kendala apa ya sudah coba chat agen tapi tetap saja enggak bisa,CA,2
tingkatkan untuk kualitas ya jangan terlalu mahal untuk bunga ya,CA,4
sangat membantu dan mempermudah dengan ada paylater,AP,5
pelayanan belanja sangat bagus memuaskan tapi menolak terus paylater,CA,2
tidak pernah telatt tetap saja limit tidak naik spinjam juga begitu coba lagi terus padal cuma ngaktifin saja loh gagal mulu udan 3x bagaimana nih sope ini,AP,4
sangat membantu tapi kenapa limit tidak naik ya padahal tidak pernah terlambat bayar,AC,5
semenjak ada dan juga ada saya sangat membantu pokoknya terbaik,AP,5
yang sangat buruk sudah hampir tahun berkali kali daftar di ini selalu di tolak,AA,1
bagus mudah dipahami transaksi juga gampang tapi bagaimana caranya biar ada kok bleum muncul padahal akun sudah lama apa karena belanja sebulan sekali jadi tidak bisa ada nya,CA,5
tidak bisa aktivasi padahal di lain seperti tiktok tokopedia lazada belanja saya sudah juta an,CA,2
kere sudah coba berkali kali gagal terus,AP,1
yang bagus banget apalagi sekarang ada tambah oke terima kasih tapi tolong dong untuk pengembalian dana tuh jangan bertele tele masa mau tarik dana sendiri di ke rekening pribadi saja lama banget,EU,5
