content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
bagus dan berguna bunga juga kecil,5,2024-11-07 4:21:36,banking,"['bagus', 'berguna', 'bunga']",bagus guna bunga,bagus berguna bunga,2024-11-01,6,6_bunga minimal_limit bunga_bunga rendah_bunga mahal
bank mudah digunakan buat cepat juga di acc mencoba sekarang,5,2024-12-06 0:37:53,banking,"['bank', 'mudah', 'cepat', 'acc', 'mencoba']",mudah cepat acc coba,bank mudah cepat acc mencoba,2024-12-01,12,12_mudah simpel_mudah fleksibel_fitur mudah_proses mudah
pemberi harapan palsu suka banget bohong janganlah suka menawarkan or dana instan kalau tidak menjadi manfaat buat pengguna kalau khawatir nasabah galbay tidak usah buat fitur dan dana instan sampai sini paham ente,1,2024-12-05 1:40:28,banking,"['pemberi', 'harapan', 'palsu', 'suka', 'banget', 'bohong', 'suka', 'menawarkan', 'or', 'dana', 'instan', 'manfaat', 'pengguna', 'khawatir', 'nasabah', 'galbay', 'fitur', 'dana', 'instan', 'paham', 'ente']",beri harap palsu suka  bohong suka tawar or dana instan manfaat guna khawatir nasabah galbay fitur dana instan paham ente,pemberi harapan palsu suka banget bohong suka menawarkan or dana instan manfaat pengguna khawatir nasabah galbay fitur dana instan paham ente,2024-12-01,-1,Outlier
bank punya yang aman dan bagus mantap deh pokok nya,5,2025-01-04 1:05:24,banking,"['bank', 'aman', 'bagus', 'mantap', 'deh', 'pokok', 'nya']",aman bagus mantap deh pokok,bank aman bagus mantap deh pokok nya,2025-01-01,13,13_aman aman_aman_aman milik_amann aman
bank ini sangat berguna buat orang yang tidak mau rumit transfer kemanapun tanpa biaya tambahan gratis biaya admin dan lebih bagusnya lagi ada yang aman dilindungi di awasi ojk terus berkembang ya bank,5,2024-09-29 4:27:04,banking,"['bank', 'berguna', 'orang', 'rumit', 'transfer', 'kemanapun', 'biaya', 'tambahan', 'gratis', 'biaya', 'admin', 'bagusnya', 'aman', 'dilindungi', 'awasi', 'ojk', 'berkembang', 'ya', 'bank']",guna orang rumit transfer mana biaya tambah gratis biaya admin bagus aman lindung awas ojk kembang,bank berguna orang rumit transfer kemanapun biaya tambahan gratis biaya admin bagusnya aman dilindungi awasi ojk berkembang ya bank,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
saya baru pertama kali menggunakan bank ini sangat bagus dan membantu karena bank ini bebas biaya transfer atau gratis admin untuk seluruh akun paylaternya juga sangat aman juga bukan pinjol tidak jelas amanah banget produk grow punya bunga besar dan fleksible untuk penarikan tunainya sudah pasti aman dan amanah soalnya diawasi ojk gratis biaya admin tanpa adanya potongan kalau beli pulsa paket data biayanya juga gratis mantap betul banget aplikasi nya,5,2024-09-22 11:18:44,banking,"['kali', 'bank', 'bagus', 'membantu', 'bank', 'bebas', 'biaya', 'transfer', 'gratis', 'admin', 'akun', 'paylaternya', 'aman', 'pinjol', 'amanah', 'banget', 'produk', 'grow', 'bunga', 'fleksible', 'penarikan', 'tunainya', 'aman', 'amanah', 'diawasi', 'ojk', 'gratis', 'biaya', 'admin', 'potongan', 'beli', 'pulsa', 'paket', 'data', 'biayanya', 'gratis', 'mantap', 'banget', 'aplikasi', 'nya']",bagus bantu  bebas biaya transfer gratis admin akun  aman pinjol amanah  produk grow bunga fleksible tarik tunai aman amanah awas ojk gratis biaya admin potong beli  paket data biaya gratis mantap,kali bank bagus membantu bank bebas biaya transfer gratis admin akun paylaternya aman pinjol amanah banget produk grow bunga fleksible penarikan tunainya aman amanah diawasi ojk gratis biaya admin potongan beli pulsa paket data biayanya gratis mantap banget aplikasi nya,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
daftar bank tidak pakai rumit juga aman karena sudah di awasi ojk mau transfer ke bank manapun di jamin tidak ada biaya admin bayar tagihan beli pulsa dan lain lain mudah tanpa tambahan biaya keren sih aplikasi nya sukses terus bank,5,2024-08-27 1:50:53,banking,"['daftar', 'bank', 'pakai', 'rumit', 'aman', 'awasi', 'ojk', 'transfer', 'bank', 'manapun', 'jamin', 'biaya', 'admin', 'bayar', 'tagihan', 'beli', 'pulsa', 'mudah', 'tambahan', 'biaya', 'keren', 'sih', 'aplikasi', 'nya', 'sukses', 'bank']",daftar  pakai rumit aman awas ojk transfer  mana jamin biaya admin bayar tagih beli  mudah tambah biaya keren    sukses,daftar bank pakai rumit aman awasi ojk transfer bank manapun jamin biaya admin bayar tagihan beli pulsa mudah tambahan biaya keren sih aplikasi nya sukses bank,2024-08-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
jangan daftar kalau tidak mau di teror telpon berkali kali alasannya ada promo pelunasan awal bulan dan mereka maksa kita buat makek padahal belum makai dan baru daftar saja saja sudah di teror telpon berkali kali kayak punya pinjol nunggak bisa tidak se tidak usah neror lagi tolonglah sudah risih banget kalau mau pakai atau tidak itu akan terserah aku sebagai user tidak usah maksa sampai detik ini aku masih di teror terus,1,2024-08-01 8:44:17,banking,"['daftar', 'teror', 'telpon', 'berkali', 'kali', 'alasannya', 'promo', 'pelunasan', 'maksa', 'makek', 'makai', 'daftar', 'teror', 'telpon', 'berkali', 'kali', 'kayak', 'pinjol', 'nunggak', 'neror', 'tolonglah', 'risih', 'banget', 'pakai', 'terserah', 'user', 'maksa', 'detik', 'teror']",daftar teror telpon   alas promo lunas maksa makek maka daftar teror telpon    pinjol nunggak neror  risih  pakai serah user maksa detik teror,daftar teror telpon berkali kali alasannya promo pelunasan maksa makek makai daftar teror telpon berkali kali kayak pinjol nunggak neror tolonglah risih banget pakai terserah user maksa detik teror,2024-08-01,3,3_akun tutup_email layan_spam sms_upgrade akun
bank ini yang sangat memudahkan untuk kaum darurat seperti saya karena saya kalau darurat menggunakan fiturny juga lengkap dsn sangat mudah untuk registrasi semoga terus seperti ini ya bank,5,2024-10-06 15:41:11,banking,"['bank', 'memudahkan', 'kaum', 'darurat', 'darurat', 'fiturny', 'lengkap', 'dsn', 'mudah', 'registrasi', 'semoga', 'ya', 'bank']",mudah kaum darurat darurat fiturny lengkap dsn mudah registrasi,bank memudahkan kaum darurat darurat fiturny lengkap dsn mudah registrasi semoga ya bank,2024-10-01,-1,Outlier
bank sangat bagus buat yang suka pakai karena registrasinya gampang dan tidak perlu rumit buat bayar air listrik sama yang lain cukup pakai bank saja sama enaknya juga gratis biaya admin sama biaya transfer,5,2024-09-07 7:12:12,banking,"['bank', 'bagus', 'suka', 'pakai', 'registrasinya', 'gampang', 'rumit', 'bayar', 'air', 'listrik', 'pakai', 'bank', 'enaknya', 'gratis', 'biaya', 'admin', 'biaya', 'transfer']",bagus suka pakai registrasi gampang rumit bayar air  pakai  enak gratis biaya admin biaya transfer,bank bagus suka pakai registrasinya gampang rumit bayar air listrik pakai bank enaknya gratis biaya admin biaya transfer,2024-09-01,9,9_bebas biaya_gratis transfer_transfer gratis_gratis biaya
sudah sering pakai bank enak di bank gratis biaya admin bayar tagihan pulsa pln sama paket data bank juga punya yang aman pokoknya terpercaya banget sudah pasti aman di awasi ojk,5,2024-08-18 10:29:09,banking,"['pakai', 'bank', 'enak', 'bank', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'pln', 'paket', 'data', 'bank', 'aman', 'pokoknya', 'terpercaya', 'banget', 'aman', 'awasi', 'ojk']",pakai  enak  gratis biaya admin bayar tagih   paket data  aman pokok terpercaya  aman awas ojk,pakai bank enak bank gratis biaya admin bayar tagihan pulsa pln paket data bank aman pokoknya terpercaya banget aman awasi ojk,2024-08-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
selalu menawarkan setelah di gunakan dan di coba beberapa kali daftar di tolak terus aplikasi kurang sehat coba aplikasi lain semua di acc otomatis uninstall aplikasi ini guna tidak menuh memenuhi memory iya,1,2024-09-14 19:29:28,banking,"['menawarkan', 'coba', 'kali', 'daftar', 'tolak', 'aplikasi', 'sehat', 'coba', 'aplikasi', 'acc', 'otomatis', 'uninstall', 'aplikasi', 'menuh', 'memenuhi', 'memory', 'iya']",tawar coba  daftar tolak  sehat coba  acc otomatis uninstall  menuh penuh memory iya,menawarkan coba kali daftar tolak aplikasi sehat coba aplikasi acc otomatis uninstall aplikasi menuh memenuhi memory iya,2024-09-01,10,10_daftar acc_pas daftar_daftar tolak_tawar daftar
bank salah satu yang harus dipunya sih soalnya bebas biaya transfer kemanapun bank juga ada loh juga dijamin aman deh di awasi oleh ojk juga jadi bukan abal yahh pokoknya sangat rekomendasi deh,5,2024-10-02 17:12:12,banking,"['bank', 'salah', 'dipunya', 'sih', 'bebas', 'biaya', 'transfer', 'kemanapun', 'bank', 'loh', 'dijamin', 'aman', 'deh', 'awasi', 'ojk', 'abal', 'yahh', 'pokoknya', 'rekomendasi', 'deh']",salah punya  bebas biaya transfer mana  loh jamin aman deh awas ojk abal yahh pokok rekomendasi deh,bank salah dipunya sih bebas biaya transfer kemanapun bank loh dijamin aman deh awasi ojk abal yahh pokoknya rekomendasi deh,2024-10-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
wah bank keren bebas biaya transfer punya yang aman gratis biaya transfer produk grow punya bunga besar lagi dan bisa ditarik kapan pun aku mauu sudah pasti aman lagi karena diawasi ojk jatuh cinta banget deh sama bank sangat rekomendasi buat digunakann,5,2024-08-18 13:41:10,banking,"['bank', 'keren', 'bebas', 'biaya', 'transfer', 'aman', 'gratis', 'biaya', 'transfer', 'produk', 'grow', 'bunga', 'ditarik', 'mauu', 'aman', 'diawasi', 'ojk', 'jatuh', 'cinta', 'banget', 'deh', 'bank', 'rekomendasi', 'digunakann']",keren bebas biaya transfer aman gratis biaya transfer produk grow bunga tarik mauu aman awas ojk jatuh cinta  deh  rekomendasi digunakann,bank keren bebas biaya transfer aman gratis biaya transfer produk grow bunga ditarik mauu aman diawasi ojk jatuh cinta banget deh bank rekomendasi digunakann,2024-08-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
keren gratis tf kemanapun tapi saya ajukan bank belum dpat limit pdhal saya pengguna aktif dan selalu menghubungi dan ditawari dan masalah ceking aman karena kartu kredit yang berjalan juga lncar dan bahkan nambah krtu kredit dari bank bumn dan swasta aproval semoga laternya yang saya ajukan di aproval bank,5,2024-08-08 12:58:16,banking,"['keren', 'gratis', 'tf', 'kemanapun', 'ajukan', 'bank', 'dpat', 'limit', 'pdhal', 'pengguna', 'aktif', 'menghubungi', 'ditawari', 'ceking', 'aman', 'kartu', 'kredit', 'berjalan', 'lncar', 'nambah', 'krtu', 'kredit', 'bank', 'bumn', 'swasta', 'aproval', 'semoga', 'laternya', 'ajukan', 'aproval', 'bank']",keren gratis tf mana ajuk  dpat limit pdhal guna aktif hubung tawar ceking aman kartu kredit jalan lncar nambah krtu kredit  bumn swasta aproval  laternya ajuk aproval,keren gratis tf kemanapun ajukan bank dpat limit pdhal pengguna aktif menghubungi ditawari ceking aman kartu kredit berjalan lncar nambah krtu kredit bank bumn swasta aproval semoga laternya ajukan aproval bank,2024-08-01,-1,Outlier
ini bagus banget dan juga mudah pengaplikasiannya jangan ragu deh join ke bank transfer antar bank gratis biaya admin dan juga gratis biaya admin bayar tagihan pulsa pln dan paket data loh bank bukan pinjol abal sangat aman dan di awasi dengan ojk dan juga punya beb,5,2024-09-05 9:05:24,banking,"['bagus', 'banget', 'mudah', 'pengaplikasiannya', 'ragu', 'deh', 'join', 'bank', 'transfer', 'bank', 'gratis', 'biaya', 'admin', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'pln', 'paket', 'data', 'loh', 'bank', 'pinjol', 'abal', 'aman', 'awasi', 'ojk', 'beb']",bagus  mudah  ragu deh join  transfer  gratis biaya admin gratis biaya admin bayar tagih   paket data loh  pinjol abal aman awas ojk beb,bagus banget mudah pengaplikasiannya ragu deh join bank transfer bank gratis biaya admin gratis biaya admin bayar tagihan pulsa pln paket data loh bank pinjol abal aman awasi ojk beb,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
iseng mengajukan pengen tahu limit berapa eh tahu tidak disetujui padahal nama saya tidak pernah bermasalah dan saya memiliki banyak limit cc bca juta cc mandiri juta bca juta traveloka 75juta 5 juta 8 5 juta lucu saja begitu bisa tidak disetujui,1,2024-08-01 6:03:50,banking,"['iseng', 'mengajukan', 'pengen', 'limit', 'eh', 'disetujui', 'nama', 'bermasalah', 'memiliki', 'limit', 'cc', 'bca', 'juta', 'cc', 'mandiri', 'juta', 'bca', 'juta', 'traveloka', '75juta', '5', 'juta', '8', '5', 'juta', 'lucu', 'disetujui']",iseng aju pengen limit eh tuju nama masalah milik limit cc  juta cc mandiri juta  juta traveloka 75juta 5 juta 8 5 juta lucu tuju,iseng mengajukan pengen limit eh disetujui nama bermasalah memiliki limit cc bca juta cc mandiri juta bca juta traveloka 75juta 5 juta 8 5 juta lucu disetujui,2024-08-01,8,8_limit 1jt_limit 3jt_limit juta_juta limit
bank sangat bermanfaat sekali buat saya yang sering melakukan transaksi jadi cepat mudah pleksibel selain itu juga aku bisa dapat dengan jumblah 1 juta sangat bermanfaat sekali,5,2024-09-16 8:23:00,banking,"['bank', 'bermanfaat', 'transaksi', 'cepat', 'mudah', 'pleksibel', 'jumblah', '1', 'juta', 'bermanfaat']",manfaat transaksi cepat mudah pleksibel jumblah 1 juta manfaat,bank bermanfaat transaksi cepat mudah pleksibel jumblah 1 juta bermanfaat,2024-09-01,-1,Outlier
mudah digunakan menyediakan yang sudah diawasi oleh ojk fleksibel dan juga bebas biaya transfer aku pakai ini nyaman banget karena bebas biaya admin juga buat mengisi pulsa atau pln aman biaya admin,5,2024-09-11 14:14:10,banking,"['mudah', 'menyediakan', 'diawasi', 'ojk', 'fleksibel', 'bebas', 'biaya', 'transfer', 'pakai', 'nyaman', 'banget', 'bebas', 'biaya', 'admin', 'mengisi', 'pulsa', 'pln', 'aman', 'biaya', 'admin']",mudah sedia awas ojk fleksibel bebas biaya transfer pakai nyaman  bebas biaya admin isi   aman biaya admin,mudah menyediakan diawasi ojk fleksibel bebas biaya transfer pakai nyaman banget bebas biaya admin mengisi pulsa pln aman biaya admin,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
yang sangat membantu aku transfer kemanapun dan mengisi pulsa paket data dan pln pakai bank selalu gratis biaya admin bank juga punya yang aman karena sudah dilindungi ojk pokoknya mantap deh,5,2024-08-26 4:44:54,banking,"['membantu', 'transfer', 'kemanapun', 'mengisi', 'pulsa', 'paket', 'data', 'pln', 'pakai', 'bank', 'gratis', 'biaya', 'admin', 'bank', 'aman', 'dilindungi', 'ojk', 'pokoknya', 'mantap', 'deh']",bantu transfer mana isi  paket data  pakai  gratis biaya admin  aman lindung ojk pokok mantap deh,membantu transfer kemanapun mengisi pulsa paket data pln pakai bank gratis biaya admin bank aman dilindungi ojk pokoknya mantap deh,2024-08-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
yang bagus sangat cocok buat sehari transper antar bank gratis jadi lebih praktis cuma sayangnya fitur masih belum dapat diaktivasi,5,2024-08-02 15:55:29,banking,"['bagus', 'cocok', 'sehari', 'transper', 'bank', 'gratis', 'praktis', 'sayangnya', 'fitur', 'diaktivasi']",bagus cocok hari transper  gratis praktis sayang fitur diaktivasi,bagus cocok sehari transper bank gratis praktis sayangnya fitur diaktivasi,2024-08-01,9,9_bebas biaya_gratis transfer_transfer gratis_gratis biaya
tolong di bantu penjelasan kata kalau sudah lakukan transaksi akan dapat limit sampai sekarang kenapa belum dapat tolong dong di konfirmasi keluhan nya,5,2024-10-02 19:39:04,banking,"['tolong', 'bantu', 'penjelasan', 'lakukan', 'transaksi', 'limit', 'tolong', 'konfirmasi', 'keluhan', 'nya']",bantu jelas laku transaksi limit  konfirmasi keluh,tolong bantu penjelasan lakukan transaksi limit tolong konfirmasi keluhan nya,2024-10-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
baru tahu ternyata punya aman dan juga aplikasi nya tuh aman karena sudah diawasi ojk selain itu juga gratis tanpa biaya admin kalau mau transfer mantap deh pokoknya allobank,5,2024-09-23 8:46:14,banking,"['aman', 'aplikasi', 'nya', 'tuh', 'aman', 'diawasi', 'ojk', 'gratis', 'biaya', 'admin', 'transfer', 'mantap', 'deh', 'pokoknya', 'allobank']",aman   tuh aman awas ojk gratis biaya admin transfer mantap deh pokok allobank,aman aplikasi nya tuh aman diawasi ojk gratis biaya admin transfer mantap deh pokoknya allobank,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
tiap hari di telponin mulu dari bank suruh daftar namun pas daftar bahkan tidak bisa anehnya setiap hari di telpon kalau sistem belum siap mendingan jangan di promosikan menyusahkan saja,1,2024-09-04 11:20:09,banking,"['telponin', 'mulu', 'bank', 'suruh', 'daftar', 'pas', 'daftar', 'anehnya', 'telpon', 'sistem', 'mendingan', 'promosikan', 'menyusahkan']",telponin mulu  suruh daftar pas daftar aneh telpon sistem mending promosi susah,telponin mulu bank suruh daftar pas daftar anehnya telpon sistem mendingan promosikan menyusahkan,2024-09-01,-1,Outlier
saya sangat membantu sekali dengan menggunakan bank ini bank merupakan yang aman gratis transfer kemanapun dan kapanpun nomor bunga besar dan terjamin memuaskan,5,2024-10-10 8:44:56,banking,"['membantu', 'bank', 'bank', 'aman', 'gratis', 'transfer', 'kemanapun', 'nomor', 'bunga', 'terjamin', 'memuaskan']",bantu   aman gratis transfer mana nomor bunga jamin puas,membantu bank bank aman gratis transfer kemanapun nomor bunga terjamin memuaskan,2024-10-01,6,6_bunga minimal_limit bunga_bunga rendah_bunga mahal
bang bagus banget registrasi gampang banget fitur nya lengkap jadi cocok banget buat saya yang suka pakai pokoknya apa saja bisa deh pakai bank,5,2024-09-14 12:08:02,banking,"['bang', 'bagus', 'banget', 'registrasi', 'gampang', 'banget', 'fitur', 'nya', 'lengkap', 'cocok', 'banget', 'suka', 'pakai', 'pokoknya', 'deh', 'pakai', 'bank']",bang bagus  registrasi gampang  fitur  lengkap cocok  suka pakai pokok deh pakai,bang bagus banget registrasi gampang banget fitur nya lengkap cocok banget suka pakai pokoknya deh pakai bank,2024-09-01,-1,Outlier
bank terbaik gratis biaya transfer ke bank lain dan juga ada limit saya sudah setahun pakai bank dan memang aplikasi nya bagus sukses terus bank,5,2024-08-16 4:07:18,banking,"['bank', 'terbaik', 'gratis', 'biaya', 'transfer', 'bank', 'limit', 'setahun', 'pakai', 'bank', 'aplikasi', 'nya', 'bagus', 'sukses', 'bank']",baik gratis biaya transfer  limit tahun pakai    bagus sukses,bank terbaik gratis biaya transfer bank limit setahun pakai bank aplikasi nya bagus sukses bank,2024-08-01,9,9_bebas biaya_gratis transfer_transfer gratis_gratis biaya
aku sudah pakai bank ini dan ini bebas biaya tranfer dan juga memiliki yang aman kalian harus coba ini ini sangat aman buat yang ingin coba paylater,5,2024-08-06 5:16:37,banking,"['pakai', 'bank', 'bebas', 'biaya', 'tranfer', 'memiliki', 'aman', 'coba', 'aman', 'coba', 'paylater']",pakai  bebas biaya tranfer milik aman coba aman coba,pakai bank bebas biaya tranfer memiliki aman coba aman coba paylater,2024-08-01,9,9_bebas biaya_gratis transfer_transfer gratis_gratis biaya
